pick_id,year,round,original_team,pick_type,rules,EV,value_std,min_value,max_value,p10,p25,p50,p75,p90,expected_draft_slot,resolution_rate,owner_1,owner_2,owner_3,ownership_prob_1,ownership_prob_2,ownership_prob_3
Golden_State_Warriors_2029_2,2029,2,Golden State Warriors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.06554375,0.016404515285422947,0.0225,0.09,0.0425,0.0525,0.07,0.08,0.0875,38.7454,1.0,Brooklyn Nets,,,1.0,,
Charlotte_Hornets_2032_2,2032,2,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.04774275,0.02261416232079465,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.08,45.5267,1.0,Charlotte Hornets,,,1.0,,
Memphis_Grizzlies_2029_2,2029,2,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.071063,0.013397778959518046,0.035,0.09,0.05,0.06,0.0725,0.0825,0.0875,36.7849,1.0,Brooklyn Nets,,,1.0,,
Utah_Jazz_2030_2,2030,2,Utah Jazz,swap,"{""type"": ""swap"", ""possible_destinations"": [""Charlotte Hornets"", ""Utah Jazz""], ""pool"": [""Los_Angeles_Clippers_2030_2"", ""Utah_Jazz_2030_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Charlotte Hornets""}, {""rank"": ""lf"", ""to"": ""Utah Jazz""}]}",0.051224,0.021947949682134846,0.0125,0.09,0.0225,0.0325,0.05,0.07,0.0825,44.1611,1.0,Charlotte Hornets,Utah Jazz,,0.6375,0.3625,
Miami_Heat_2026_1,2026,1,Miami Heat,unprotected,"{""type"": ""unprotected"", ""owner"": ""Miami Heat""}",0.27,0.0,0.27,0.27,0.27,0.27,0.27,0.27,0.27,18.0,1.0,Miami Heat,,,1.0,,
Utah_Jazz_2027_1,2027,1,Utah Jazz,swap,"{""type"": ""swap"", ""possible_destinations"": [""Utah Jazz"", ""Phoenix Suns""], ""pool"": [""Minnesota_Timberwolves_2027_1"", ""Cleveland_Cavaliers_2027_1"", ""Utah_Jazz_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""mid"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}",0.6077782500000001,0.16052632984091658,0.4,1.0,0.4775,0.5,0.5275,0.6675,1.0,5.1655,1.0,Utah Jazz,,,1.0,,
Houston_Rockets_2028_1,2028,1,Houston Rockets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.14603999999999998,0.027907884817798392,0.1175,0.245,0.1175,0.1175,0.1425,0.165,0.1875,27.6205,1.0,Houston Rockets,,,1.0,,
Philadelphia_76ers_2030_1,2030,1,Philadelphia 76ers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.274882,0.15802358833872635,0.1175,1.0,0.13,0.155,0.245,0.35,0.4775,19.5746,1.0,Philadelphia 76ers,,,1.0,,
Sacramento_Kings_2028_1,2028,1,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Sacramento Kings""}",0.63817075,0.16314837176189811,0.375,1.0,0.4775,0.5275,0.56,0.6675,1.0,4.4867,1.0,Sacramento Kings,,,1.0,,
Toronto_Raptors_2031_2,2031,2,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""New Orleans Pelicans""}",0.049007499999999996,0.02262028650318441,0.0125,0.09,0.02,0.03,0.0475,0.0675,0.0825,45.0466,1.0,New Orleans Pelicans,,,1.0,,
Minnesota_Timberwolves_2029_2,2029,2,Minnesota Timberwolves,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Minnesota_Timberwolves_2029_1"", ""condition"": {""range"": [1, 5]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Utah Jazz"", ""if_not_triggered_to"": ""Minnesota Timberwolves""}",0.02667,0.012542999349568202,0.0125,0.09,0.0125,0.015,0.0225,0.035,0.045,53.8165,1.0,Minnesota Timberwolves,Utah Jazz,,0.997,0.003,
New_York_Knicks_2028_1,2028,1,New York Knicks,nested_swap,"{""type"": ""nested_swap"", ""note"": ""rules not yet entered""}",,,,,,,,,,,0.0,,,,,,
Toronto_Raptors_2026_1,2026,1,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.31,0.0,0.31,0.31,0.31,0.31,0.31,0.31,0.31,15.0,1.0,Toronto Raptors,,,1.0,,
Philadelphia_76ers_2027_2,2027,2,Philadelphia 76ers,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Philadelphia_76ers_2026_1"", ""condition"": {""range"": [1, 4]}}, {""pick_id"": ""Philadelphia_76ers_2027_1"", ""condition"": {""range"": [1, 4]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Oklahoma City Thunder"", ""if_not_triggered_to"": ""Philadelphia 76ers""}",0.047985,0.0063720157923945805,0.035,0.09,0.0425,0.045,0.0475,0.05,0.0525,44.8448,1.0,Philadelphia 76ers,Oklahoma City Thunder,,0.9846,0.0154,
Orlando_Magic_2029_2,2029,2,Orlando Magic,protection_backup,"{""type"": ""protection_backup"", ""possible_destinations"": [""Orlando Magic"", ""Memphis Grizzlies""], ""triggers"": [{""pick_id"": ""Orlando_Magic_2029_1"", ""condition"": {""range"": [1, 2]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Memphis Grizzlies"", ""if_not_triggered_to"": ""Orlando Magic""}",0.03253625,0.015961313770840695,0.0125,0.09,0.015,0.02,0.0275,0.045,0.055,51.3871,1.0,Orlando Magic,Memphis Grizzlies,,0.9921,0.0079,
Washington_Wizards_2031_2,2031,2,Washington Wizards,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.04617375,0.022713091475841368,0.0125,0.09,0.0175,0.025,0.045,0.0625,0.08,46.1445,1.0,Washington Wizards,,,1.0,,
Minnesota_Timberwolves_2032_1,2032,1,Minnesota Timberwolves,unprotected,"{""type"": ""unprotected"", ""owner"": ""Minnesota Timberwolves""}",0.3609015,0.20518744171214173,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6025,15.4855,1.0,Minnesota Timberwolves,,,1.0,,
Atlanta_Hawks_2026_1,2026,1,Atlanta Hawks,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""San Antonio Spurs"", ""Atlanta Hawks"", ""Cleveland Cavaliers""], ""levels"": [{""description"": ""LF of ATL and SAS"", ""pool"": [""Atlanta_Hawks_2026_1"", ""San_Antonio_Spurs_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""TEMP_ATL_SAS_LF""}]}, {""description"": ""MF of UTH (if 1-8) and MIN"", ""pool"": [{""pick"": ""Utah_Jazz_2026_1"", ""condition"": {""range"": [1, 8]}}, ""Minnesota_Timberwolves_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_UTH_MIN_MF""}, {""rank"": ""lf"", ""to"": ""TEMP_UTH_MIN_LF""}]}, {""description"": ""LF of CLE and MF(UTH,MIN)"", ""pool"": [""Cleveland_Cavaliers_2026_1"", ""TEMP_UTH_MIN_MF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_CLE_SIDE_MF""}, {""rank"": ""lf"", ""to"": ""TEMP_CLE_SIDE_LF""}]}, {""description"": ""MF of LF(ATL,SAS) and LF(CLE,MF(UTH,MIN)) to ATL, LF to CLE"", ""pool"": [""TEMP_ATL_SAS_LF"", ""TEMP_CLE_SIDE_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Cleveland Cavaliers""}]}]}",,,,,,,,,,,0.0,,,,,,
Washington_Wizards_2026_1,2026,1,Washington Wizards,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Memphis Grizzlies"", ""Charlotte Hornets"", ""Washington Wizards""], ""levels"": [{""description"": ""WAS (if 1-8) vs PHX"", ""pool"": [{""pick"": ""Washington_Wizards_2026_1"", ""condition"": {""range"": [1, 8]}}, ""Phoenix_Suns_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_WAS_PHX_LF""}]}, {""description"": ""MEM, ORL, and LF(WAS/PHX)"", ""pool"": [""Memphis_Grizzlies_2026_1"", ""Orlando_Magic_2026_1"", ""TEMP_WAS_PHX_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""mid"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Charlotte Hornets""}]}]}",0.6683495,0.15127006598476855,0.56,1.0,0.56,0.56,0.6025,0.775,1.0,3.6696,1.0,Washington Wizards,Memphis Grizzlies,,0.9635,0.0365,
Orlando_Magic_2032_1,2032,1,Orlando Magic,unprotected,"{""type"": ""unprotected"", ""owner"": ""Orlando Magic""}",0.36149825,0.20720574447633452,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6675,15.5072,1.0,Orlando Magic,,,1.0,,
Atlanta_Hawks_2031_2,2031,2,Atlanta Hawks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Atlanta Hawks"", ""Houston Rockets""], ""pool"": [""Atlanta_Hawks_2031_2"", {""pick"": ""Houston_Rockets_2031_2"", ""condition"": {""range"": [31, 55]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Houston Rockets""}]}",0.047248569794050344,0.02287787102715512,0.0125,0.09,0.0175,0.0275,0.045,0.0675,0.0825,45.73775743707094,0.874,Houston Rockets,Atlanta Hawks,,0.5069,0.3671,
Golden_State_Warriors_2032_2,2032,2,Golden State Warriors,protected,"{""type"": ""protected"", ""protection_range"": [31, 50], ""if_protected_to"": ""Golden State Warriors"", ""if_not_protected_to"": ""Memphis Grizzlies""}",0.048363249999999997,0.02265682585035381,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.0825,45.2941,1.0,Golden State Warriors,Memphis Grizzlies,,0.6634,0.3366,
Memphis_Grizzlies_2032_2,2032,2,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Memphis Grizzlies""}",0.04792425,0.022682362881677298,0.0125,0.09,0.0175,0.0275,0.0475,0.0675,0.08,45.4602,1.0,Memphis Grizzlies,,,1.0,,
Charlotte_Hornets_2029_2,2029,2,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.056351750000000006,0.019850416893420268,0.0175,0.09,0.03,0.04,0.0575,0.0725,0.0825,42.126,1.0,Charlotte Hornets,,,1.0,,
Golden_State_Warriors_2029_1,2029,1,Golden State Warriors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Golden State Warriors""}",0.5071725,0.19719852045438163,0.165,1.0,0.2825,0.35,0.5,0.6025,0.775,8.7454,1.0,Golden State Warriors,,,1.0,,
Miami_Heat_2031_1,2031,1,Miami Heat,unprotected,"{""type"": ""unprotected"", ""owner"": ""Miami Heat""}",0.393102,0.21100309790790425,0.1175,1.0,0.175,0.23,0.33,0.5275,0.6675,13.9546,1.0,Miami Heat,,,1.0,,
San_Antonio_Spurs_2028_1,2028,1,San Antonio Spurs,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Boston Celtics"", ""San Antonio Spurs""], ""pool"": [""San_Antonio_Spurs_2028_1"", {""pick"": ""Boston_Celtics_2028_1"", ""condition"": {""range"": [2, 30]}}], ""fallback_pick"": ""Boston_Celtics_2028_2"", ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Boston Celtics""}]}",0.168983,0.03984146012879697,0.1175,0.295,0.1175,0.13,0.165,0.2,0.23,25.7747,1.0,Boston Celtics,San Antonio Spurs,,0.6594,0.3406,
Utah_Jazz_2030_1,2030,1,Utah Jazz,unprotected,"{""type"": ""unprotected"", ""owner"": ""Utah Jazz""}",0.38728724999999997,0.2075848459287514,0.1175,1.0,0.165,0.23,0.33,0.5,0.6675,14.1611,1.0,Utah Jazz,,,1.0,,
Memphis_Grizzlies_2029_1,2029,1,Memphis Grizzlies,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Memphis Grizzlies"", ""Orlando Magic""], ""pool"": [""Memphis_Grizzlies_2029_1"", {""pick"": ""Orlando_Magic_2029_1"", ""condition"": {""range"": [3, 30]}}], ""fallback_pick"": ""Orlando_Magic_2029_2"", ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Orlando Magic""}]}",0.56173825,0.18709204808164107,0.245,1.0,0.33,0.43,0.5275,0.6675,0.775,6.7849,1.0,Memphis Grizzlies,Orlando Magic,,0.9661,0.0339,
Charlotte_Hornets_2032_1,2032,1,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.35960175,0.20333405763874618,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.5267,1.0,Charlotte Hornets,,,1.0,,
Houston_Rockets_2028_2,2028,2,Houston Rockets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.017919,0.005094191209447073,0.0125,0.035,0.0125,0.0125,0.0175,0.0225,0.025,57.6205,1.0,Houston Rockets,,,1.0,,
Utah_Jazz_2027_2,2027,2,Utah Jazz,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.07594125,0.00833113823099355,0.0575,0.09,0.0675,0.07,0.0725,0.0825,0.09,35.1655,1.0,Indiana Pacers,,,1.0,,
Indiana_Pacers_2028_1,2028,1,Indiana Pacers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.22098874999999998,0.05553231160505307,0.1175,0.775,0.155,0.175,0.215,0.27,0.295,21.7275,1.0,Indiana Pacers,,,1.0,,
Chicago_Bulls_2029_2,2029,2,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.0628465,0.017951209216686,0.0225,0.09,0.0375,0.0475,0.0675,0.075,0.0875,39.7395,1.0,Chicago Bulls,,,1.0,,
Dallas_Mavericks_2030_1,2030,1,Dallas Mavericks,swap,"{""type"": ""swap"", ""possible_destinations"": [""San Antonio Spurs"", ""Dallas Mavericks""], ""pool"": [""San_Antonio_Spurs_2030_1"", ""Dallas_Mavericks_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Dallas Mavericks""}]}",0.307742,0.18150757473441312,0.1175,1.0,0.13,0.165,0.2575,0.4,0.5,17.9944,1.0,San Antonio Spurs,Dallas Mavericks,,0.5646,0.4354,
New_Orleans_Pelicans_2032_2,2032,2,New Orleans Pelicans,unprotected,"{""type"": ""unprotected"", ""owner"": ""New Orleans Pelicans""}",0.04804775,0.022878055762696463,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.0825,45.4301,1.0,New Orleans Pelicans,,,1.0,,
Dallas_Mavericks_2027_2,2027,2,Dallas Mavericks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Washington Wizards"", ""Detroit Pistons""], ""pool"": [""Dallas_Mavericks_2027_2"", ""Brooklyn_Nets_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""Detroit Pistons""}]}",0.06292825,0.010239517161891518,0.0475,0.09,0.055,0.0575,0.06,0.0625,0.0825,39.2934,1.0,Washington Wizards,Detroit Pistons,,0.8835,0.1165,
Milwaukee_Bucks_2029_1,2029,1,Milwaukee Bucks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Portland Trail Blazers"", ""Washington Wizards""], ""pool"": [""Milwaukee_Bucks_2029_1"", ""Boston_Celtics_2029_1"", ""Portland_Trail_Blazers_2029_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Portland Trail Blazers""}, {""rank"": ""mid"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""Portland Trail Blazers""}]}",0.549845,0.1906010135063161,0.215,1.0,0.31,0.4,0.5275,0.6675,0.775,7.2036,1.0,Portland Trail Blazers,Washington Wizards,,0.7492,0.2508,
Cleveland_Cavaliers_2028_2,2028,2,Cleveland Cavaliers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Cleveland Cavaliers""}",0.035664,0.011144293316642063,0.0125,0.09,0.0225,0.025,0.035,0.045,0.05,49.864,1.0,Cleveland Cavaliers,,,1.0,,
Chicago_Bulls_2032_1,2032,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.36122125,0.20459171525365463,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.4625,1.0,Chicago Bulls,,,1.0,,
Boston_Celtics_2026_1,2026,1,Boston Celtics,unprotected,"{""type"": ""unprotected"", ""owner"": ""Boston Celtics""}",0.23,0.0,0.23,0.23,0.23,0.23,0.23,0.23,0.23,21.0,1.0,Boston Celtics,,,1.0,,
Detroit_Pistons_2026_2,2026,2,Detroit Pistons,swap,"{""type"": ""swap"", ""possible_destinations"": [""Boston Celtics"", ""Orlando Magic"", ""New York Knicks""], ""pool"": [""Detroit_Pistons_2026_2"", ""Orlando_Magic_2026_2"", ""Milwaukee_Bucks_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Boston Celtics""}, {""rank"": ""mid"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}",0.0225,0.0,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,56.0,1.0,Boston Celtics,,,1.0,,
New_Orleans_Pelicans_2029_1,2029,1,New Orleans Pelicans,unprotected,"{""type"": ""unprotected"", ""owner"": ""New Orleans Pelicans""}",0.40815799999999997,0.2014233673715448,0.13,1.0,0.2,0.245,0.3625,0.5,0.6675,12.9518,1.0,New Orleans Pelicans,,,1.0,,
Detroit_Pistons_2031_1,2031,1,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.33388874999999996,0.19769861335530334,0.1175,1.0,0.13,0.175,0.2825,0.4575,0.6025,16.8246,1.0,Detroit Pistons,,,1.0,,
Milwaukee_Bucks_2032_2,2032,2,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.0480875,0.022780182998030134,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.0825,45.4054,1.0,Charlotte Hornets,,,1.0,,
Boston_Celtics_2031_2,2031,2,Boston Celtics,swap,"{""type"": ""swap"", ""possible_destinations"": [""Utah Jazz"", ""Boston Celtics""], ""pool"": [""Boston_Celtics_2031_2"", ""Cleveland_Cavaliers_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Boston Celtics""}]}",0.04924725,0.022688719008232355,0.0125,0.09,0.02,0.03,0.0475,0.07,0.0825,44.9568,1.0,Boston Celtics,Utah Jazz,,0.5353,0.4647,
Brooklyn_Nets_2027_2,2027,2,Brooklyn Nets,swap,"{""type"": ""swap"", ""possible_destinations"": [""Washington Wizards"", ""Detroit Pistons""], ""pool"": [""Brooklyn_Nets_2027_2"", ""Dallas_Mavericks_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""Detroit Pistons""}]}",0.07986649999999999,0.006352457250648138,0.0625,0.09,0.0725,0.075,0.08,0.0875,0.09,33.8422,1.0,Detroit Pistons,Washington Wizards,,0.8835,0.1165,
Los_Angeles_Lakers_2028_2,2028,2,Los Angeles Lakers,swap,"{""type"": ""swap"", ""possible_destinations"": [""Orlando Magic"", ""Washington Wizards""], ""pool"": [""Los_Angeles_Lakers_2028_2"", ""Washington_Wizards_2028_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.024976500000000002,0.008131639447615139,0.0125,0.0525,0.015,0.0175,0.0225,0.0325,0.0375,54.4703,1.0,Orlando Magic,Washington Wizards,,0.9989,0.0011,
Portland_Trail_Blazers_2032_1,2032,1,Portland Trail Blazers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.3609055,0.20629426992122216,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6675,15.5322,1.0,Portland Trail Blazers,,,1.0,,
Oklahoma_City_Thunder_2026_1,2026,1,Oklahoma City Thunder,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Oklahoma City Thunder"", ""Washington Wizards""], ""pool"": [""Los_Angeles_Clippers_2026_1"", ""Oklahoma_City_Thunder_2026_1"", {""pick"": ""Houston_Rockets_2026_1"", ""condition"": {""range"": [5, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.1175,0.0,0.1175,0.1175,0.1175,0.1175,0.1175,0.1175,0.1175,30.0,1.0,Oklahoma City Thunder,,,1.0,,
Brooklyn_Nets_2030_1,2030,1,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.42647325,0.21215579751135533,0.13,1.0,0.1875,0.2575,0.375,0.56,0.775,12.3836,1.0,Brooklyn Nets,,,1.0,,
Oklahoma_City_Thunder_2031_2,2031,2,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.04439275,0.022275777056296943,0.0125,0.09,0.015,0.025,0.0425,0.06,0.08,46.8159,1.0,Oklahoma City Thunder,,,1.0,,
Los_Angeles_Clippers_2029_2,2029,2,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.060884749999999994,0.018285685086028555,0.0225,0.09,0.035,0.045,0.0625,0.075,0.0875,40.433,1.0,San Antonio Spurs,,,1.0,,
Phoenix_Suns_2030_2,2030,2,Phoenix Suns,swap,"{""type"": ""swap"", ""possible_destinations"": [""Philadelphia 76ers"", ""Washington Wizards""], ""pool"": [""Phoenix_Suns_2030_2"", ""Portland_Trail_Blazers_2030_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Philadelphia 76ers""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.059868,0.02015141270341597,0.015,0.09,0.03,0.0425,0.06,0.075,0.0875,40.874,1.0,Washington Wizards,Philadelphia 76ers,,0.6281,0.3719,
Denver_Nuggets_2028_1,2028,1,Denver Nuggets,conditional_trigger,"{""type"": ""conditional_trigger""}",,,,,,,,,,,0.0,,,,,,
Portland_Trail_Blazers_2029_2,2029,2,Portland Trail Blazers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Memphis Grizzlies""}",0.05076425,0.020400720964688653,0.015,0.09,0.025,0.0325,0.05,0.0675,0.08,44.2185,1.0,Memphis Grizzlies,,,1.0,,
Phoenix_Suns_2027_1,2027,1,Phoenix Suns,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.36923625000000004,0.09641615875207,0.27,1.0,0.31,0.33,0.35,0.375,0.4,12.6641,1.0,Houston Rockets,,,1.0,,
Los_Angeles_Clippers_2032_1,2032,1,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Clippers""}",0.36278525,0.20745047680704545,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6675,15.4513,1.0,Los Angeles Clippers,,,1.0,,
Chicago_Bulls_2027_2,2027,2,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.074299,0.009080093270962653,0.055,0.09,0.0625,0.0675,0.0725,0.0825,0.0875,35.6843,1.0,Washington Wizards,,,1.0,,
Indiana_Pacers_2026_1,2026,1,Indiana Pacers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.58786525,0.15322364362569543,0.43,1.0,0.4775,0.5,0.5,0.6675,0.775,5.5793,1.0,Indiana Pacers,,,1.0,,
Milwaukee_Bucks_2030_2,2030,2,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Orlando Magic""}",0.060660000000000006,0.019885992438636965,0.0175,0.09,0.0325,0.0425,0.0625,0.075,0.0875,40.582,1.0,Orlando Magic,,,1.0,,
Indiana_Pacers_2031_2,2031,2,Indiana Pacers,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Washington Wizards"", ""Memphis Grizzlies"", ""Indiana Pacers""], ""levels"": [{""description"": ""Sub-swap (i): MF(MIA, IND) to WAS"", ""pool"": [""Indiana_Pacers_2031_2"", ""Miami_Heat_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""MEM and LF(MIA, IND)"", ""pool"": [""Memphis_Grizzlies_2031_2"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Indiana Pacers""}]}]}",0.04563225,0.022580038103368495,0.0125,0.09,0.0175,0.025,0.045,0.0625,0.08,46.3436,1.0,Washington Wizards,Indiana Pacers,Memphis Grizzlies,0.5828,0.259,0.1582
Chicago_Bulls_2030_1,2030,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.39415025,0.20805294314825915,0.1175,1.0,0.175,0.23,0.33,0.5,0.6675,13.8307,1.0,Chicago Bulls,,,1.0,,
Dallas_Mavericks_2029_2,2029,2,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.04735625,0.020358417361210725,0.0125,0.09,0.0225,0.03,0.045,0.0625,0.08,45.5382,1.0,Brooklyn Nets,,,1.0,,
Milwaukee_Bucks_2027_1,2027,1,Milwaukee Bucks,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""New Orleans Pelicans"", ""Atlanta Hawks""], ""pool"": [""New_Orleans_Pelicans_2027_1"", ""Milwaukee_Bucks_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""New Orleans Pelicans""}, {""rank"": ""lf"", ""to"": ""Atlanta Hawks"", ""protection"": {""range"": [1, 4], ""if_protected_to"": ""New Orleans Pelicans""}}]}",0.628478,0.16138963543995846,0.4,1.0,0.4775,0.5,0.56,0.6675,1.0,4.6776,1.0,New Orleans Pelicans,Atlanta Hawks,,0.9041,0.0959,
Cleveland_Cavaliers_2026_2,2026,2,Cleveland Cavaliers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Cleveland Cavaliers""}",0.0275,0.0,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,0.0275,53.0,1.0,Cleveland Cavaliers,,,1.0,,
New_Orleans_Pelicans_2030_2,2030,2,New Orleans Pelicans,swap,"{""type"": ""swap"", ""possible_destinations"": [""New Orleans Pelicans"", ""Orlando Magic""], ""pool"": [""New_Orleans_Pelicans_2030_2"", ""Orlando_Magic_2030_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""New Orleans Pelicans""}]}",0.049618999999999996,0.022122670052528118,0.0125,0.09,0.0225,0.03,0.0475,0.0675,0.0825,44.7845,1.0,New Orleans Pelicans,Orlando Magic,,0.6278,0.3722,
